book_title,author_name,keywords
MARS,Jasmine Rose (Goodreads Author),rima; pull; arabic; yasmeen; gravity; orbit; logan; hamdi; amy; jasmine; slowly; tries; book; muslim; girl; right; pushing; optimistic; della; blunt
Samantha's Revenge,Andrew R. Williams (Goodreads Author),kuang; tarmy; face; engine; poppy; slug; voyager; respond; contract; katabasis; yellowface; samantha; mental; fantasy; taipei; war; car; air; 06; turned
In the Skin of a Lion,Michael Ondaatje,ondaatje; patrick; toronto; isbn; earns; boundary; pp; 1920s; millionaire; shimmering; lake; lewis; tests; booker; patient; vanished; beneath; intelligence; myth; searching
The Legend of Luke,Brian Jacques,redwall; jacques; brian; liverpool; martin; legend; story; tribes; deserting; stoat; father; pirate; costs; valiant; shore; pursued; luke; relentlessly; reaches; storyteller
The Good Daughter,Karin Slaughter (Goodreads Author),slaughter; charlotte; left; trent; family; thriller; georgia; winner; karin; cop; shocking; nomination; blindsighted; years; daughter; terrible; ago; town; series; crime
Pretty Girls,Karin Slaughter (Goodreads Author),slaughter; julia; claire; went; sister; trent; thriller; georgia; tore; eldest; solved; winner; confronted; karin; scott; echoes; disappearance; cop; linked; nomination
The Bone Clocks,David Mitchell,mitchell; holly; webb; comedy; sitcom; panel; peep; bbc; channel; sketch; townhouse; contacted; wanders; margins; mystics; swiss; row; echo; cabal; unsolved
Restore Me,Tahereh Mafi,mafi; shatter; ferrars; palm; sector; 45; supreme; hits; warner; juliette; commander; ability; took; single; tragedy; touch; got; hand; able; use
Time Between Us,Tamara Ireland Stone (Goodreads Author),anna; novelist; time; born; english; 1995; bounds; première; deepens; ticking; lives; 2012; clock; throws; ya; possibility; poet; supposed; push; belongs
Stone Cold Touch,Jennifer L. Armentrout (Goodreads Author),armentrout; layla; ash; roth; blood; novella; series; powers; flesh; suddenly; jennifer; lynn; forever; 2013; 1001; understood; spin; wickedly; zayne; impossibly
Undone,Karin Slaughter (Goodreads Author),slaughter; sara; faith; trent; atlanta; tortured; thriller; georgia; madman; trauma; guarding; wounds; mitchell; enters; winner; karin; linton; thrust; hospital; partner
Ice Cold,Tess Gerritsen (Goodreads Author),gerritsen; maura; jane; snow; rizzoli; kingdom; isles; come; tess; boston; mountain; happened; medical; chinese; group; harvest; thrillers; stalls; suv; conference
Awakening,O.L. Ramos (Goodreads Author),died; elizabeth; vincent; poet; michael; novelist; born; english; drops; identified; slyly; writer; troubling; loner; secret; long; world; rely; abducted; myths
Magic America,C.E. Medford (Goodreads Author),murakami; america; magic; realism; chemical; haruki; 1980s; tattoos; triumphs; suburban; jersey; cocky; skies; profit; sake; garden; dust; determination; cats; alternative
The Interpretation of Dreams,Sigmund Freud,freud; unconscious; represent; explored; undoubtedly; psychology; fulfillment; wishes; theory; according; revolutionary; forward; step; discovery; entire; dream; means; hidden; dreams; history
The Keep,F. Paul Wilson (Goodreads Author),repairman; isbn; jack; wilson; fixes; man; 7653; wheels; men; quick; extermination; happenings; panicked; stationed; corpses; shed; alps; murdering; awoke; reads
The Woman Who Walked Into Doors,Roddy Doyle,doyle; paula; roddy; marriage; ha; exhilaration; vulnerability; drinking; abusive; spencer; reclaim; recalls; pints; powerless; capturing; snapper; dignity; teenager; feeling; learned
False Step,Victoria Helen Stone (Goodreads Author),born; veronica; prize; marriage; poetry; secrets; rescuer; fitness; financially; worried; heartbeat; hiking; denver; award; smiling; despises; frightened; darker; calm; bradley
Kon-Tiki,Thor Heyerdahl,heyerdahl; raft; sea; tiki; voyage; kon; miles; expedition; thor; 28; foreword; log; raging; biologist; encountering; excerpts; settled; visual; islands; index
Morning Glory,LaVyrle Spencer,spencer; stranger; endearment; classified; lazy; tenderness; ad; outsider; grandparents; home; stepped; parker; 1941; strict; yard; afternoon; eccentric; raise; widow; needed
Misty of Chincoteague,"Marguerite Henry, Wesley Dennis (Illustrator)",dennis; paul; phantom; says; horses; wesley; marguerite; horse; maureen; mare; overtakes; morgan; colt; brand; henry; gray; capture; catch; wind; lccn
The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil (Editor)",plath; journals; sylvia; complete; hughes; literary; published; frequent; faber; heavily; ted; bravery; fascinated; diaries; desperation; percent; providing; 1982; material; essential
The Smoke Jumper,Nicholas Evans,evans; connor; julia; horse; nicholas; loves; braving; disasters; ed; ford; kidney; film; searing; snake; whisperer; montana; reckless; brand; dares; traveling
"SAMPLER ONLY: Catching Fire (The Hunger Games, #2)",Suzanne Collins,collins; capitol; hunger; gregor; katniss; everdeen; games; won; phenomenal; mellark; peeta; catching; suzanne; district; underland; tribute; chapters; harsh; annual; angry
The Sinner,Tess Gerritsen (Goodreads Author),gerritsen; isles; maura; rizzoli; light; tess; dead; chinese; nuns; chapel; attacker; yields; connects; cloistered; unspeakably; camille; harvest; motive; recognition; carnage
Wicked,Jennifer L. Armentrout (Goodreads Author),ivy; armentrout; ash; blood; novella; ren; series; duty; flesh; jennifer; lynn; grows; 2013; 1001; spin; 2015; 2014; prequel; thing; dangerous
Trust in Me,Jennifer L. Armentrout (Goodreads Author),cam; avery; armentrout; ash; blood; novella; series; flesh; jennifer; lynn; 2013; 1001; secrets; comes; spin; morgansten; barriers; blues; cameron; 2015
Mattimeo,Brian Jacques,redwall; jacques; mattimeo; matthias; liverpool; abbey; tribes; contributing; contrived; underway; feast; fiendish; labors; enslavement; abandon; fox; kidnapping; followers; preparation; plain
Exile,R.A. Salvatore,salvatore; tunnel; underdark; exiled; tsr; elves; urden; drizzt; haunted; forced; country; evil; dark; realms; forgotten; vector; novels; write; wars; thomsen
Fallen,Karin Slaughter (Goodreads Author),slaughter; faith; mother; trent; thriller; georgia; winner; hostage; karin; ll; mitchell; cop; nomination; blindsighted; situation; sees; series; police; crime; best
"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi,mafi; shatter; plans; tahereh; juliette; series; novels; fracture; novellas; lu; destroy; furthermore; california; veronica; crave; marie; restore; divergent; reveal; suzanne
Under Heaven,Guy Gavriel Kay (Goodreads Author),kay; gift; thierry; horses; tang; gavriel; jealousy; orane; ferrieres; dynasty; china; dark; emperor; guy; brightness; villar; sarantium; sarantine; dead; valerius
Waylander,David Gemmell,gemmell; waylander; commanded; legend; drenai; chaos; man; king; fail; slain; armor; bronze; collect; waged; slayer; instincts; contract; retrieve; traitor; ignored
A Unique Kind of Love,Jasmine Rose (Goodreads Author),rima; arabic; yasmeen; hamdi; typical; lena; jasmine; especially; struggle; bad; book; muslim; boy; girl; face; sits; healed; dreads; heals; traumatized
Journey to Ixtlan,Carlos Castañeda,castaneda; juan; plants; carlos; don; comes; immersed; ixtlan; perceive; yaqui; altering; sharing; embrace; shaman; realities; alternative; teachings; field; merely; notes
The Summer Tree,Guy Gavriel Kay (Goodreads Author),kay; thierry; gavriel; guy; fantasy; orane; ferrieres; dark; maugrim; masterwork; rakoth; silvercloak; loren; flung; dave; kim; mage; scale; fionavar; kevin
Dissolution,C.J. Sansom,sansom; shardlake; dissolution; monastery; viii; ordered; matthew; robin; assistant; lawyer; investigate; dominion; sent; henry; england; control; events; murder; madrid; tombland
Discipline and Punish: The Birth of the Prison,"Michel Foucault, Alan Sheridan (Translator)",foucault; michel; sartre; penitentiary; shifted; reforms; librarian; punishment; suggests; torture; philosopher; merely; influential; prisoner; focus; sheridan; note; alternate; soul; body
The Viper's Nest,Peter Lerangis,novelization; amy; lerangis; dan; singer; series; reissue; ebook; cahills; 39; tropical; rolling; unveiled; skeleton; clues; cahill; heavy; march; scholastic; unimaginable
The Tail of Emily Windsnap,"Liz Kessler, Sarah Gibb (Illustrations)",windsnap; emily; kessler; water; liz; convention; philippa; oddly; pirate; long; perils; shimmering; richly; mermaids; defying; iron; neptune; possibilities; swimming; boat
الجزار,حسن الجندي,من; al; theater; jundi; انه; ان; عند; الذى; فى; له; ibn; moroccan; omar; hassan; arabic; ليجد; لو; عينيه; يظهر; السابقة
Rebirth,O.L. Ramos (Goodreads Author),died; liz; poet; novelist; world; born; end; werewolf; gauntlet; battleground; english; klein; vile; writer; veil; threw; tortured; mask; warned; poison
Milkweed,Jerry Spinelli,spinelli; boy; nazi; gettysburg; plimpton; eileen; mothers; eagle; filthy; settings; shiny; ghetto; gleaming; trains; jew; medalist; hat; orphans; imaginable; day
The Sword Thief,Peter Lerangis,novelization; cahill; lerangis; amy; dan; singer; notoriously; series; reissue; unreliable; spies; tracking; guarded; report; foolish; oh; lethal; fearsome; ebook; uncover
Rakkety Tam,Brian Jacques,redwall; jacques; flesh; savage; liverpool; search; adventure; border; eater; rampaging; mossflower; forests; walking; heading; travelled; tribes; attacked; stole; peaceful; eating
Pearls of Lutra,Brian Jacques,redwall; pearls; jacques; liverpool; hand; determined; tropical; cryptic; isle; oceans; equally; tribes; greed; succeed; colored; tears; inspire; deception; rose; mad
Beginnings: Obsidian & Onyx,Jennifer L. Armentrout (Goodreads Author),armentrout; ash; blood; ve; novella; daemon; series; flesh; alien; hot; jennifer; lynn; alive; 2013; don; 1001; spin; 2015; 2014; bizarro
The Crystal Shard,R.A. Salvatore,salvatore; wulfgar; shard; tsr; crystal; drizzt; towns; kessel; mage; brains; renegade; willed; trio; bruenor; rescues; dwarf; realms; weak; device; barbarian
Gregor and the Marks of Secret,Suzanne Collins,collins; gregor; hunger; mice; underland; chronicles; luxa; games; suzanne; bestselling; 1st; overlander; boots; july; disappearing; catching; pryor; suspenseful; brewing; claimed
The Silent Girl,Tess Gerritsen (Goodreads Author),gerritsen; rizzoli; severed; isles; shadows; chilling; secret; tess; hand; crime; chinese; harvest; thrillers; human; display; alley; murky; avenging; strands; belonging
The Mephisto Club,Tess Gerritsen (Goodreads Author),gerritsen; scholars; studies; grisly; maura; rizzoli; isles; jane; examiner; latest; bestseller; medical; detective; society; killer; evil; history; times; tess; york
Sojourn,R.A. Salvatore,salvatore; tsr; drizzt; sojourn; underdark; merciless; fights; elves; unlike; harsh; drow; surface; urden; elements; entirely; survive; realms; far; begins; past
The Bellmaker,Brian Jacques,redwall; mariel; jacques; joseph; liverpool; warrior; set; seasons; mossflower; grave; aid; arrive; clearly; push; mouse; heard; threats; tribes; message; companions
The Darkest Road,Guy Gavriel Kay (Goodreads Author),waged; proportions; kay; unimaginable; imagination; thierry; final; extraordinary; battle; power; orane; ferrieres; dark; world; brightness; villar; sarantium; sarantine; valerius; masterful
Every Last Breath,Jennifer L. Armentrout (Goodreads Author),layla; armentrout; ash; blood; novella; series; flesh; jennifer; lynn; 2013; 1001; spin; wreaking; bargain; 2015; 2014; zayne; protective; wickedly; prequel
Rainbow Boys,Alex Sanchez (Goodreads Author),gonzaga; tell; alex; sanchez; triangle; meeks; nelson; glassman; carrillo; steady; jock; dreaming; sexuality; kyle; jason; closet; draw; guys; revealing; girlfriend
Dragon Prince,Melanie Rawn,daw; rohan; rawn; dragon; prince; roberson; pattern; sioned; greenberg; melanie; trilogy; category; thorns; ruins; exiles; land; key; treacherously; permanent; ablaze
For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf,Ntozake Shange,shange; fearless; color; colored; considered; ntozake; suicide; girls; award; winning; resonates; yorker; playwright; resonate; broadway; 1974; directions; encompassing; lauded; relate
The Cherry Orchard,"Anton Chekhov, Tom Murphy (Translator)",vanya; sonya; play; yelena; uncle; forces; history; premiere; anglo; urged; theatre; colonialism; hopelessly; rooted; cherry; debt; dublin; tie; consciousness; holiday
Batman: Arkham Asylum - A Serious House on Serious Earth,"Grant Morrison, Dave McKean (Illustrator)",mckean; batman; gaiman; demented; detention; endure; fools; reproduces; gauntlet; gotham; hostages; joker; jeopardy; accepting; absurd; script; inmates; innocents; asylum; painted
Ruthless People,J.J. McAvoy,mcavoy; liam; melody; callahan; irish; film; fear; marriage; readers; explict; dominance; giovanni; rebuilding; bred; power; work; arranged; royalty; bloodshed; gunning
The Speed of Life,James Victor Jordan (Goodreads Author),tracker; asin; alternate; cover; edition; leopard; boy; james; african; witch; kills; shifting; book; moon; city; novel; killed; kill; group; sexual
Five Smooth Stones,Ann Fairbairn,tait; david; stones; loved; struggle; orleans; bestsellers; 1966; kent; day; sacrifices; george; poverty; depression; vital; lewis; movement; rights; belief; saw
Rama Revealed,"Arthur C. Clarke, Gentry Lee",rama; clarke; species; nicole; book; rendezvous; gentry; 1993; picks; imprisonment; arthur; cliffhanger; colony; garden; lee; authors; previous; story; immediately; revealed
Loamhedge,Brian Jacques,redwall; jacques; abbey; liverpool; warriors; quest; tribes; ancient; searats; sheds; cured; martha; disappointed; vermin; seasons; badger; valiant; jump; murdering; deserted
نصف ميت دفن حيًا,حسن الجندي,al; theater; jundi; من; ان; يظهر; القارئ; فى; حتى; ibn; عن; لا; moroccan; omar; hassan; arabic; بما; نصف; لو; ميت
The Ballad of Songbirds and Snakes,Suzanne Collins,collins; hunger; gregor; tribute; arena; mentor; games; snow; underland; slender; reaping; lowest; kick; humiliating; tenth; outwit; district; mighty; assignment; hanging
High Rhulain,Brian Jacques,redwall; jacques; liverpool; paw; otters; chieftain; wildcat; isle; villainous; outlaw; brian; joins; rid; touched; masters; slave; embarks; green; bestseller; thrilling
Gregor and the Prophecy of Bane,Suzanne Collins,gregor; collins; hunger; underland; bane; games; prophecy; waterway; luxa; 1st; ominous; swears; rebellious; boots; descend; july; kidnapping; lure; suzanne; rat
The Thin Man,Dashiell Hammett,hammett; wisecracks; martinis; homicides; nora; creations; manners; glamorous; charles; sophisticated; couple; nick; enchanting; solve; knowing; comedy; dashiell; continental; romantic; rich
A Separate Reality,Carlos Castañeda,castaneda; man; juan; knowledge; bring; don; drew; yaqui; entered; world; anthropologist; 1968; subjected; carlos; dignity; mexico; non; western; challenging; indian
Divisadero,Michael Ondaatje,ondaatje; toronto; isbn; makeshift; foothold; anil; theirs; nevada; raucous; lives; incident; continents; 1970s; anna; farm; forth; daughters; claire; coach; francisco
Sovereign,C.J. Sansom,sansom; shardlake; dominion; york; madrid; king; archbishop; tudor; welfare; submission; cranmer; dissolution; extravagant; undertaken; stumble; secret; rebellious; processing; cache; autumn
The Son,Philipp Meyer (Goodreads Author),eli; novelist; texas; son; poet; american; english; oil; raids; born; fully; power; romanian; june; marries; der; white; family; january; author
